INFO:root:127.0.0.1, 2022-12-22 12:01:32.814095, index.html, 202
INFO:root:127.0.0.1, 2022-12-22 12:01:54.452869, index.html, 202
INFO:root:127.0.0.1, 2022-12-22 12:02:06.679120, index.html, 202
INFO:root:127.0.0.1, 2022-12-22 12:02:23.997393, index.html, 202
INFO:root:127.0.0.1, 2022-12-22 13:10:57.513645, index.html, 202
INFO:root:127.0.0.1, 2022-12-22 13:11:02.474401, index.html, 202
INFO:root:127.0.0.1, 2022-12-22 13:12:59.573536, index.html, 202
INFO:root:127.0.0.1, 2022-12-22 13:12:59.596948, index.html, 202
INFO:root:127.0.0.1, 2022-12-22 13:12:59.605784, index.html, 202
INFO:root:127.0.0.1, 2022-12-22 13:13:26.143558, index.html, 202
INFO:root:127.0.0.1, 2022-12-22 13:13:26.156575, index.html, 202
INFO:root:127.0.0.1, 2022-12-22 13:13:55.124459, index.html, 202
INFO:root:127.0.0.1, 2022-12-29 09:50:01.578514, index.html, 202
INFO:root:127.0.0.1, 2022-12-29 09:50:34.300180, index.html, 202
ERROR:root:127.0.0.1, 2022-12-29 09:50:34.345131, favicon.ico, 404
INFO:root:127.0.0.1, 2022-12-29 09:50:34.345279, 404.html, 202
INFO:root:127.0.0.1, 2022-12-29 09:50:34.346107, index.html, 202
INFO:root:127.0.0.1, 2022-12-29 09:50:43.111662, index.html, 202
ERROR:root:127.0.0.1, 2022-12-29 09:50:43.125742, favicon.ico, 404
INFO:root:127.0.0.1, 2022-12-29 09:50:43.125878, 404.html, 202
INFO:root:127.0.0.1, 2022-12-29 09:50:43.706582, index.html, 202
INFO:root:127.0.0.1, 2022-12-29 09:50:51.862533, index.html, 202
ERROR:root:127.0.0.1, 2022-12-29 09:50:51.876788, favicon.ico, 404
INFO:root:127.0.0.1, 2022-12-29 09:50:51.876908, 404.html, 202
INFO:root:127.0.0.1, 2022-12-29 09:51:20.049891, index.html, 202
ERROR:root:127.0.0.1, 2022-12-29 09:51:20.073144, favicon.ico, 404
INFO:root:127.0.0.1, 2022-12-29 09:51:20.073294, 404.html, 202
INFO:root:127.0.0.1, 2022-12-29 09:51:41.980580, index.html, 202
INFO:root:127.0.0.1, 2022-12-29 09:54:28.877945, index.html, 202
INFO:root:127.0.0.1, 2022-12-29 09:54:47.092789, index.html, 202
INFO:root:127.0.0.1, 2022-12-29 09:57:30.044564, index.html, 202
INFO:root:127.0.0.1, 2022-12-29 11:14:48.800305, index.html, 202
INFO:root:127.0.0.1, 2022-12-29 11:15:02.346373, index.html, 202
INFO:root:127.0.0.1, 2022-12-29 11:17:07.514643, index.html, 202
INFO:root:127.0.0.1, 2022-12-29 11:37:46.867183, index.html, 202
INFO:root:127.0.0.1, 2022-12-29 15:58:00.003585, index.html, 202
